Character_A,Character_B,Weight,Pages
"شہلا آفریدی","عابدہ سومرو کی بیٹی",1,"196"
"شہلا آفریدی","غلافی آنکھیں",1,"333"
"شہلا آفریدی","پاگل خانہ",1,"326"
"شہلا آفریدی","ڈاکٹر سلطانہ شاہ",1,"333"
"طاہرہ","نجمہ گیلانی",2,"69 70"
"طاہرہ","ڈاکٹر طاہر",3,"66 68 70"
"ظفر","ماموں فقیر اللہ",2,"270 272"
"ظفر","ڈاکٹر سلطانہ شاہ",1,"272"
"عائشہ","عثمانیہ",1,"44"
"عابدہ سومرو","عابدہ سومرو کی بیٹی",3,"179 196 204"
"عابدہ سومرو","عباس برمانی",1,"78"
"عابدہ سومرو","غلافی آنکھیں",8,"173 177 186 274 277 292 333 341"
"عابدہ سومرو","غلام محمد شمر",1,"192"
"عابدہ سومرو","فہیم",2,"189 192"
"عابدہ سومرو","قادر",3,"214 217 218"
"عابدہ سومرو","قیصر",1,"261"
"عابدہ سومرو","ماسٹر رحمت علی",1,"192"
"عابدہ سومرو","ماماں جعفر",3,"177 189 329"
"عابدہ سومرو","پاگل خانہ",3,"183 276 326"
"عابدہ سومرو","پکھی",3,"177 198 329"
"عابدہ سومرو","ڈاکٹر سلطانہ شاہ",7,"264 274 290 292 300 332 333"
"عابدہ سومرو","ڈاکٹر ہاشم",1,"300"
"عباس برمانی","فہیم",6,"51 53 54 211 231 339"
"عباس برمانی","قادر",1,"15"
"عباس برمانی","ماماں جعفر",10,"23 29 33 53 54 59 77 211 231 339"
"عباس برمانی","مامن ماسا",2,"74 339"
"عباس برمانی","پکھی",4,"29 33 231 339"
"عباس برمانی","ڈاکٹر طاہر",1,"23"
"عطا اللہ","غلافی آنکھیں",1,"157"
"عطا اللہ","فہیم",4,"141 156 157 347"
"عطا اللہ","ماماں جعفر",5,"141 149 156 157 220"
"غلافی آنکھیں","فرید",1,"79"
"غلافی آنکھیں","فہیم",2,"71 157"
"غلافی آنکھیں","ماماں جعفر",3,"130 157 177"
"غلافی آنکھیں","مرزا صاحب",4,"64 79 102 130"
"غلافی آنکھیں","نامعلوم عورت (خاور کی مداح)",1,"118"
"غلافی آنکھیں","پاگل خانہ",2,"47 71"
"غلافی آنکھیں","پکھی",2,"71 177"
"غلافی آنکھیں","ڈاکٹر سلطانہ شاہ",3,"274 292 333"
"غلام محمد شمر","فہیم",3,"188 192 200"
"غلام محمد شمر","ماسٹر رحمت علی",2,"192 200"
"غلام محمد شمر","ماماں جعفر",1,"200"
"غلام محمد شمر","پکھی",1,"188"
"فرید","مرزا صاحب",3,"61 62 79"
"فرید","مسز آفریدی",1,"61"
"فہیم","ماسٹر رحمت علی",2,"192 200"
"فہیم","ماماں جعفر",34,"30 32 41 53 54 55 56 141 142 143 156 157 158 166 187 189 199 200 210 211 231 246 248 249 250 307 320 323 324 330 334 338 339 343"
"فہیم","مامن ماسا",1,"339"
"فہیم","پاگل خانہ",1,"71"
"فہیم","پکھی",13,"71 142 148 158 188 210 231 324 325 330 335 339 343"
"فہیم","ڈاکٹر سلطانہ شاہ",4,"250 305 322 348"
"فہیم","ڈاکٹر طاہر",1,"32"
"فہیم","ڈاکٹر ہاشم",2,"305 334"
"قادر","پکھی",1,"154"
"ماسٹر رحمت علی","ماماں جعفر",1,"200"
"ماسٹر رحمت علی","پو آجی",7,"222 224 227 230 240 251 254"
"ماسٹر رحمت علی","چاچی نمبر دو",1,"224"
"ماماں جعفر","مامن ماسا",2,"75 339"
"ماماں جعفر","مرزا صاحب",1,"130"
"ماماں جعفر","پو آجی",1,"258"
"ماماں جعفر","پکھی",20,"12 24 26 28 29 33 38 75 129 142 158 177 210 231 258 324 329 330 339 343"
"ماماں جعفر","ڈاکٹر سلطانہ شاہ",1,"250"
"ماماں جعفر","ڈاکٹر طاہر",2,"23 32"
"ماماں جعفر","ڈاکٹر ہاشم",1,"334"
"مامن ماسا","پکھی",2,"75 339"
"ماموں فقیر اللہ","ڈاکٹر سلطانہ شاہ",1,"272"
"مرزا صاحب","مسز آفریدی",1,"61"
"نجمہ گیلانی","ڈاکٹر طاہر",1,"70"
"پاگل خانہ","پکھی",1,"71"
"پو آجی","پکھی",1,"258"
"پو آجی","چاچی نمبر دو",1,"224"
"پکھی","ڈاکٹر سلطانہ شاہ",1,"306"
"ڈاکٹر سلطانہ شاہ","ڈاکٹر ہاشم",4,"300 304 305 311"
