Character_A,Character_B,Weight,Pages
"بیبا جان","مکا پاسی",1,"118"
"بیگا جان","خانم جان",2,"30 32"
"بیگا جان","خورشید جان",2,"30 189"
"بیگا جان","مرزا رسوا",4,"30 32 189 190"
"بیگا جان","مولوی صاحب",1,"32"
"بیگا جان","نواب بنّے خان",1,"189"
"بیگا جان","نواب فخر النساء کی ماما",1,"32"
"بیگا جان","نواب چھین صاحب",1,"189"
"بیگا جان","پیارے صاحب",1,"32"
"بیگم جعفر علی خان","خانم جان",1,"25"
"بیگم جعفر علی خان","دلاور خان",1,"25"
"بیگم جعفر علی خان","مرزا رسوا",2,"25 51"
"بیگم جعفر علی خان","مولوی صاحب",1,"51"
"بیگم جعفر علی خان","نواب صاحب (مشاعرہ)",1,"51"
"بیگم جعفر علی خان","پیر بخش",1,"25"
"بیگم جعفر علی خان","گوہر مرزا",1,"51"
"بیگم محمد تقی خاں (کانپور والی)","مرزا رسوا",1,"165"
"بیگم محمد تقی خاں (کانپور والی)","مہری",1,"165"
"بیگم محمد تقی خاں (کانپور والی)","نواب ملکہ کشور",1,"165"
"تھانے دار صاحب","خان صاحب",1,"192"
"تھانے دار صاحب","سلار بخش",1,"192"
"تھانے دار صاحب","مرزا رسوا",2,"192 193"
"تھانے دار صاحب","مکا پاسی",1,"193"
"تھانے دار صاحب","نواب صاحب (مشاعرہ)",1,"192"
"تھانے دار صاحب","نواب چھین صاحب",1,"192"
"جہاں پناہ","خانم جان",1,"64"
"جہاں پناہ","دلبر حسین",1,"64"
"جہاں پناہ","مرزا رسوا",1,"64"
"جہاں پناہ","نواب صاحب (مشاعرہ)",1,"64"
"جہاں پناہ","نواب ملکہ کشور",1,"64"
"جہاں پناہ","نواب چھین صاحب",1,"64"
"حسنا","خانم جان",4,"46 47 48 49"
"حسنا","مرزا رسوا",5,"46 47 48 49 163"
"حسنا","میاں سعادت",4,"46 47 48 49"
"حسنا","نواب راشد علی",4,"46 47 48 49"
"حسنا","نواب صاحب (مشاعرہ)",4,"46 47 48 49"
"حسنا","نواب چھین صاحب کی والدہ",4,"46 47 48 49"
"حسین باندھی","حسین علی صاحب",1,"118"
"حسین باندھی","خانم جان",1,"118"
"حسین باندھی","فیض علی",1,"118"
"حسین باندھی","مرزا رسوا",1,"118"
"حسین باندھی","مکا پاسی",1,"118"
"حسین خاں","مرزا رسوا",1,"173"
"حسین خاں","نواب فخر النساء کی ماما",1,"173"
"حسین علی صاحب","خانم جان",1,"118"
"حسین علی صاحب","فیض علی",1,"118"
"حسین علی صاحب","مرزا رسوا",2,"118 164"
"حسین علی صاحب","منے",1,"164"
"حسین علی صاحب","مکا پاسی",1,"118"
"حسین علی صاحب","میاں امیر",1,"164"
"حسین علی صاحب","میاں سعادت",1,"164"
"حسین علی صاحب","میاں محمد بخش",1,"164"
"حسین علی صاحب","نواب صاحب (مشاعرہ)",1,"164"
"حکیم صاحب (نخاس)","خانم جان",1,"95"
"حکیم صاحب (نخاس)","سائیں (فیض علی کا نوکر)",1,"119"
"حکیم صاحب (نخاس)","شاہ صاحب",2,"53 54"
"حکیم صاحب (نخاس)","فیض علی",1,"119"
"حکیم صاحب (نخاس)","مرزا رسوا",4,"53 54 95 119"
"حکیم صاحب (نخاس)","مرزا علی رضا بیگ",1,"95"
"حکیم صاحب (نخاس)","مکا پاسی",1,"119"
"حکیم صاحب (نخاس)","مہری",2,"53 54"
"حکیم صاحب (نخاس)","میاں امیر",2,"53 54"
"حکیم صاحب (نخاس)","نصین",1,"119"
"حکیم صاحب (نخاس)","نواب فخر النساء کی ماما",1,"95"
"حکیم صاحب (نخاس)","نواب چھین صاحب",1,"95"
"حکیم صاحب (نخاس)","گوہر مرزا",2,"53 54"
"خان صاحب","خانم جان",4,"29 78 79 143"
"خان صاحب","خلیفہ جی",1,"29"
"خان صاحب","خورشید جان",1,"78"
"خان صاحب","دلاور خان",1,"76"
"خان صاحب","سلار بخش",1,"192"
"خان صاحب","شمشیر خان",1,"79"
"خان صاحب","شیخ صاحب",4,"1 8 17 19"
"خان صاحب","فضل علی",1,"104"
"خان صاحب","فیض علی",1,"104"
"خان صاحب","مدن کی ماں",2,"175 176"
"خان صاحب","مرزا رسوا",21,"1 8 9 10 14 15 16 17 19 29 63 76 77 78 79 104 143 168 175 176 192"
"خان صاحب","مرزا علی رضا بیگ",1,"79"
"خان صاحب","منشی احمد حسن",5,"1 14 15 16 19"
"خان صاحب","میاں امیر",3,"63 77 78"
"خان صاحب","نواب جعفر علی خان",1,"63"
"خان صاحب","نواب راشد علی",1,"168"
"خان صاحب","نواب سلطان صاحب",2,"79 168"
"خان صاحب","نواب سلطان کا چھوٹا بھائی",1,"79"
"خان صاحب","نواب صاحب (مشاعرہ)",11,"8 9 10 17 19 63 76 78 79 143 192"
"خان صاحب","نواب چھین صاحب",1,"192"
"خان صاحب","نواب چھین صاحب کی والدہ",2,"77 78"
"خان صاحب","پنڈت جی",3,"15 16 19"
"خان صاحب","گوہر مرزا",1,"168"
"خانم جان","خلیفہ جی",1,"29"
"خانم جان","خورشید جان",12,"27 28 30 78 84 85 86 88 108 109 111 167"
"خانم جان","دلاور خان",3,"24 25 181"
"خانم جان","دلبر حسین",1,"64"
"خانم جان","راجا شیودھیان سنگھ",2,"108 109"
"خانم جان","سید قطب الدین",1,"153"
"خانم جان","شاہ صاحب",1,"85"
"خانم جان","شمشیر خان",2,"61 79"
"خانم جان","فیض علی",3,"111 114 118"
"خانم جان","محدوم بخش",1,"94"
"خانم جان","مرزا رسوا",48,"24 25 26 27 28 29 30 32 41 46 47 48 49 50 56 57 58 59 61 64 70 72 78 79 80 84 85 86 88 90 91 92 93 94 95 97 108 109 111 114 116 118 143 153 156 167 169 181"
"خانم جان","مرزا علی رضا بیگ",2,"79 95"
"خانم جان","مولوی صاحب",3,"32 84 97"
"خانم جان","مکا پاسی",1,"118"
"خانم جان","مہری",2,"167 169"
"خانم جان","میاں امیر",5,"27 78 86 108 167"
"خانم جان","میاں حسنو",1,"70"
"خانم جان","میاں سعادت",4,"46 47 48 49"
"خانم جان","میر صاحب",4,"86 97 153 156"
"خانم جان","نواب بنّے خان",1,"61"
"خانم جان","نواب راشد علی",4,"46 47 48 49"
"خانم جان","نواب سلطان صاحب",4,"59 61 79 169"
"خانم جان","نواب سلطان کا چھوٹا بھائی",1,"79"
"خانم جان","نواب صاحب (مشاعرہ)",14,"46 47 48 49 59 61 64 72 78 79 91 94 143 156"
"خانم جان","نواب عمدة الخاقان بیگم",4,"41 56 57 58"
"خانم جان","نواب فخر النساء بیگم",1,"70"
"خانم جان","نواب فخر النساء کی ماما",6,"24 32 70 72 91 95"
"خانم جان","نواب ملکہ کشور",1,"64"
"خانم جان","نواب چھین صاحب",7,"41 56 57 58 64 70 95"
"خانم جان","نواب چھین صاحب کی والدہ",9,"27 46 47 48 49 78 80 93 111"
"خانم جان","پنامل جوہری",1,"111"
"خانم جان","پیارے صاحب",5,"32 84 85 86 88"
"خانم جان","پیر بخش",2,"24 25"
"خانم جان","چھوٹا بھائی",1,"26"
"خانم جان","گوہر مرزا",2,"88 111"
"خلیفہ جی","مرزا رسوا",3,"29 81 83"
"خلیفہ جی","مولوی صاحب",2,"81 83"
"خلیفہ جی","گوہر مرزا",1,"83"
"خورشید جان","راجا شیودھیان سنگھ",3,"107 108 109"
"خورشید جان","شاہ صاحب",1,"85"
"خورشید جان","فضل علی",1,"107"
"خورشید جان","فیض علی",1,"111"
