Character_A,Character_B,Weight,Pages
"بخت نصیب","فاطمہ",1,"529"
"بخت نصیب","مشاہد",4,"525 526 527 529"
"بخت نصیب","ڈاکٹر ارشد احمد",1,"525"
"بخت نصیب","کمال",1,"530"
"برکت مسیح","برگیتا",2,"386 387"
"برکت مسیح","راڈنی ایز برگ",1,"388"
"برکت مسیح","زاہد کالیا",2,"101 386"
"برکت مسیح","ساحِب (انگلو انڈین)",8,"202 211 213 386 387 388 429 430"
"برکت مسیح","مالی شریف",1,"430"
"برکت مسیح","مردان",1,"430"
"برکت مسیح","مشائلہ",2,"388 430"
"برکت مسیح","مشاہد",7,"119 202 386 387 388 429 430"
"برکت مسیح","چاچی مہراں",1,"101"
"برکت مسیح","چراغ دین",4,"101 102 103 211"
"برکت مسیح","چوہدری اللہ داد خان",2,"119 388"
"برکت مسیح","کمال",3,"202 211 213"
"برگیتا","بندو رام",1,"549"
"برگیتا","بیٹ مین بشیر",3,"59 122 214"
"برگیتا","بیگم بابر",2,"535 538"
"برگیتا","تاج",1,"455"
"برگیتا","جی۔ ایم۔ اثر",1,"21"
"برگیتا","دارو",4,"301 307 308 396"
"برگیتا","دانش",2,"177 512"
"برگیتا","راڈنی ایز برگ",2,"384 449"
"برگیتا","روزی",1,"565"
"برگیتا","زاہد کالیا",22,"19 146 173 177 189 190 200 201 214 215 219 292 386 411 417 418 419 424 428 540 541 558"
"برگیتا","ساحِب (انگلو انڈین)",14,"21 22 122 177 201 219 302 386 387 408 418 522 543 578"
"برگیتا","سعادت حسن منٹو",2,"21 522"
"برگیتا","سعید",2,"23 301"
"برگیتا","سمیعہ",3,"21 517 522"
"برگیتا","شوبھا مردان",13,"58 59 122 401 404 408 424 520 535 536 537 538 562"
"برگیتا","صفیہ",2,"21 522"
"برگیتا","ظہیر الدین بابر",2,"535 538"
"برگیتا","عارفین بابر",3,"535 537 562"
"برگیتا","غفور",2,"302 304"
"برگیتا","فاطمہ",19,"441 442 455 492 495 496 500 501 512 518 519 520 521 522 535 540 541 543 549"
"برگیتا","مالی شریف",2,"509 543"
"برگیتا","مردان",38,"21 22 23 24 25 30 31 34 35 38 42 43 54 55 56 57 58 59 122 192 401 404 408 424 449 494 501 506 512 520 522 535 536 537 538 540 561 562"
"برگیتا","مشائلہ",2,"324 384"
"برگیتا","مشاہد",95,"8 9 14 18 19 21 22 23 24 25 29 30 31 34 38 42 51 53 54 56 57 58 122 146 173 177 189 190 192 196 200 214 219 269 292 300 302 304 305 307 308 314 316 324 384 385 386 387 396 401 404 408 411 418 419 424 427 428 441 442 449 455 481 490 492 493 494 495 496 497 498 499 500 501 502 506 509 515 517 519 520 521 522 535 536 537 538 540 541 543 549 558 561 562 578"
"برگیتا","موسیقار آقا نواز",1,"316"
"برگیتا","نمبردار اللہ دوایا",4,"408 417 419 424"
"برگیتا","نوراں",3,"305 307 308"
"برگیتا","چوہدری اللہ داد خان",5,"53 59 419 522 536"
"برگیتا","ڈاکٹر ارشد احمد",15,"19 122 189 190 192 200 214 215 219 292 404 424 493 494 495"
"برگیتا","کمال",6,"25 201 214 219 303 517"
"برگیتا","کنیز",1,"304"
"برگیتا","کیپٹن گل ریز",1,"562"
"بلخ","تاج",2,"64 65"
"بلخ","ساحِب (انگلو انڈین)",3,"64 65 66"
"بلخ","سعادت حسن منٹو",3,"64 65 66"
"بلخ","سمیعہ",1,"66"
"بلخ","صفیہ",1,"66"
"بلخ","مردان",1,"66"
"بلخ","مشاہد",2,"64 66"
"بلخ","چوہدری اللہ داد خان",1,"64"
"بلخ","کمال",1,"64"
"بلقیس","ساحِب (انگلو انڈین)",1,"68"
"بلقیس","سمیعہ",1,"68"
"بلقیس","مشاہد",1,"68"
"بندو رام","سمیعہ",2,"83 548"
"بندو رام","فاطمہ",3,"548 549 550"
"بندو رام","مشاہد",6,"83 90 92 548 549 550"
"بندو رام","نوراں",1,"548"
"بندو رام","چوہدری اللہ داد خان",1,"92"
"بیرٹ","تاج",1,"71"
"بیرٹ","جاوید اثر",1,"71"
"بیرٹ","جی۔ ایم۔ اثر",1,"71"
"بیرٹ","خورشید شاہد",1,"71"
"بیرٹ","ساحِب (انگلو انڈین)",3,"69 71 91"
"بیرٹ","سعادت حسن منٹو",2,"69 91"
"بیرٹ","لاری صاحب",1,"71"
"بیرٹ","ماموں ہیرس",1,"91"
"بیرٹ","مشاہد",2,"69 71"
"بیرٹ","پال",1,"71"
"بیرٹ","پیٹر",1,"71"
"بیرٹ","ہاتھی دانت",1,"71"
"بیرٹ","ہیری",1,"91"
"بیٹ مین بشیر","بیگم بابر",2,"362 410"
"بیٹ مین بشیر","دانش",1,"217"
"بیٹ مین بشیر","رحمان گل",1,"476"
"بیٹ مین بشیر","زاہد کالیا",4,"184 185 214 217"
"بیٹ مین بشیر","ساحِب (انگلو انڈین)",9,"122 184 185 187 217 362 373 476 485"
"بیٹ مین بشیر","شوبھا مردان",13,"44 59 122 123 129 139 346 371 373 376 409 410 485"
"بیٹ مین بشیر","ظہیر الدین بابر",2,"362 410"
"بیٹ مین بشیر","عارفین بابر",6,"362 371 376 409 410 478"
"بیٹ مین بشیر","مردان",15,"44 59 122 123 129 139 346 371 373 376 409 410 476 478 485"
"بیٹ مین بشیر","مسز حسین",1,"410"
"بیٹ مین بشیر","مشاہد",3,"122 139 214"
"بیٹ مین بشیر","نازنین بابر",5,"362 371 409 410 478"
"بیٹ مین بشیر","چوہدری اللہ داد خان",1,"59"
"بیٹ مین بشیر","ڈاکٹر ارشد احمد",2,"122 214"
"بیٹ مین بشیر","کمال",7,"184 185 187 214 217 476 485"
"بیٹ مین بشیر","کمند علی خان",1,"476"
"بیٹ مین بشیر","کیپٹن گل ریز",1,"362"
"بیگم بابر","رحمان گل",1,"479"
"بیگم بابر","ساحِب (انگلو انڈین)",4,"156 158 159 362"
"بیگم بابر","ستار نقوی",2,"360 377"
"بیگم بابر","شوبھا مردان",11,"140 151 154 360 368 377 405 410 479 535 538"
"بیگم بابر","صباحت بیگم",1,"479"
"بیگم بابر","ظہیر الدین بابر",23,"140 151 154 155 156 158 159 360 361 362 363 364 365 366 367 368 377 378 405 410 479 535 538"
"بیگم بابر","عارفین بابر",14,"154 155 156 159 362 364 367 368 377 378 405 410 479 535"
"بیگم بابر","فاطمہ",1,"535"
"بیگم بابر","مردان",22,"140 151 154 155 156 158 159 360 361 363 364 365 366 367 368 377 378 405 410 479 535 538"
"بیگم بابر","مسز حسین",6,"364 365 366 367 368 410"
"بیگم بابر","مشاہد",2,"535 538"
"بیگم بابر","نازنین بابر",9,"154 156 159 362 368 377 378 405 410"
"بیگم بابر","کمال",2,"151 363"
"بیگم بابر","کیپٹن گل ریز",3,"156 362 363"
"تاج","جاوید اثر",2,"71 110"
"تاج","جی۔ ایم۔ اثر",1,"71"
"تاج","خورشید شاہد",1,"71"
"تاج","روزی",1,"110"
"تاج","ساحِب (انگلو انڈین)",8,"62 64 65 71 73 74 109 110"
"تاج","سعادت حسن منٹو",8,"62 64 65 73 74 108 109 110"
"تاج","سمیعہ",1,"108"
"تاج","صفیہ",4,"62 73 74 109"
"تاج","فاطمہ",1,"455"
"تاج","لاری صاحب",1,"71"
"تاج","مردان",1,"73"
"تاج","مشاہد",8,"62 64 71 73 74 108 110 455"
"تاج","ملک معراج",1,"110"
"تاج","پال",1,"71"
"تاج","پیٹر",1,"71"
"تاج","چوہدری اللہ داد خان",1,"64"
"تاج","کمال",3,"62 64 108"
"تاج","ہاتھی دانت",1,"71"
"جاوید اثر","جی۔ ایم۔ اثر",1,"71"
"جاوید اثر","خورشید شاہد",1,"71"
"جاوید اثر","روزی",1,"110"
"جاوید اثر","ساحِب (انگلو انڈین)",2,"71 110"
"جاوید اثر","سعادت حسن منٹو",1,"110"
"جاوید اثر","لاری صاحب",1,"71"
"جاوید اثر","مشاہد",3,"71 81 110"
"جاوید اثر","ملک معراج",1,"110"
"جاوید اثر","پال",1,"71"
"جاوید اثر","پیٹر",2,"71 81"
"جاوید اثر","کمال",1,"81"
"جاوید اثر","ہاتھی دانت",1,"71"
"جی۔ ایم۔ اثر","خورشید شاہد",1,"71"
"جی۔ ایم۔ اثر","ساحِب (انگلو انڈین)",2,"21 71"
"جی۔ ایم۔ اثر","سعادت حسن منٹو",1,"21"
"جی۔ ایم۔ اثر","سمیعہ",1,"21"
"جی۔ ایم۔ اثر","صفیہ",1,"21"
"جی۔ ایم۔ اثر","لاری صاحب",1,"71"
